year_id,period_id,origin,destination,period,start,end
65_2023,9,7,0,950400,2020-03-21,2020-04-01
67_2016,9,0,0,950400,2020-03-21,2020-04-01
67_2017,9,6,6,950400,2020-03-21,2020-04-01
71_2016,9,0,0,950400,2020-03-21,2020-04-01
71_2017,9,7,7,950400,2020-03-21,2020-04-01
71_2018,9,7,7,950400,2020-03-21,2020-04-01
71_2019,9,6,6,950400,2020-03-21,2020-04-01
71_2020,9,6,6,950400,2020-03-21,2020-04-01
71_2021,9,0,0,950400,2020-03-21,2020-04-01
74_2018,9,6,6,950400,2020-03-21,2020-04-01
74_2019,9,6,6,950400,2020-03-21,2020-04-01
74_2021,9,6,6,950400,2020-03-21,2020-04-01
75_2016,9,0,0,950400,2020-03-21,2020-04-01
75_2017,9,5,5,950400,2020-03-21,2020-04-01
75_2018,9,5,5,950400,2020-03-21,2020-04-01
82_2016,9,0,0,950400,2020-03-21,2020-04-01
82_2017,9,5,5,950400,2020-03-21,2020-04-01
82_2018,9,6,6,950400,2020-03-21,2020-04-01
82_2019,9,6,6,950400,2020-03-21,2020-04-01
82_2020,9,6,6,950400,2020-03-21,2020-04-01
82_2021,9,0,0,950400,2020-03-21,2020-04-01
82_2022,9,0,0,950400,2020-03-21,2020-04-01
82_2023,9,0,0,950400,2020-03-21,2020-04-01
85_2016,9,0,0,950400,2020-03-21,2020-04-01
90_2016,9,0,0,950400,2020-03-21,2020-04-01
91_2020,9,7,7,950400,2020-03-21,2020-04-01
91_2021,9,0,0,950400,2020-03-21,2020-04-01
91_2022,9,7,0,950400,2020-03-21,2020-04-01
91_2023,9,7,0,950400,2020-03-21,2020-04-01
91_2025,9,0,0,950400,2020-03-21,2020-04-01
99_2016,9,0,0,950400,2020-03-21,2020-04-01
103_2017,9,7,7,950400,2020-03-21,2020-04-01
104_2016,9,0,0,950400,2020-03-21,2020-04-01
104_2017,9,5,5,950400,2020-03-21,2020-04-01
104_2018,9,5,5,950400,2020-03-21,2020-04-01
104_2019,9,7,7,950400,2020-03-21,2020-04-01
104_2020,9,7,7,950400,2020-03-21,2020-04-01
104_2022,9,7,7,950400,2020-03-21,2020-04-01
105_2017,9,6,7,950400,2020-03-21,2020-04-01
110_2017,9,7,7,950400,2020-03-21,2020-04-01
111_2017,9,6,6,950400,2020-03-21,2020-04-01
112_2016,9,0,0,950400,2020-03-21,2020-04-01
112_2017,9,4,4,950400,2020-03-21,2020-04-01
113_2022,9,0,0,950400,2020-03-21,2020-04-01
115_2016,9,0,0,950400,2020-03-21,2020-04-01
115_2018,9,7,7,950400,2020-03-21,2020-04-01
116_2016,9,0,0,950400,2020-03-21,2020-04-01
116_2017,9,6,6,950400,2020-03-21,2020-04-01
117_2016,9,0,0,950400,2020-03-21,2020-04-01
118_2017,9,7,6,950400,2020-03-21,2020-04-01
119_2016,9,0,0,950400,2020-03-21,2020-04-01
119_2017,9,7,6,950400,2020-03-21,2020-04-01
119_2018,9,6,7,950400,2020-03-21,2020-04-01
119_2020,9,6,7,950400,2020-03-21,2020-04-01
119_2021,9,7,7,950400,2020-03-21,2020-04-01
122_2017,9,7,7,950400,2020-03-21,2020-04-01
122_2018,9,6,7,950400,2020-03-21,2020-04-01
124_2016,9,0,0,950400,2020-03-21,2020-04-01
124_2020,9,7,7,950400,2020-03-21,2020-04-01
126_2017,9,6,6,950400,2020-03-21,2020-04-01
129_2021,9,0,0,950400,2020-03-21,2020-04-01
130_2016,9,0,0,950400,2020-03-21,2020-04-01
130_2017,9,7,7,950400,2020-03-21,2020-04-01
138_2018,9,7,7,950400,2020-03-21,2020-04-01
140_2015,9,0,0,950400,2020-03-21,2020-04-01
140_2016,9,4,4,950400,2020-03-21,2020-04-01
140_2017,9,7,7,950400,2020-03-21,2020-04-01
140_2018,9,7,7,950400,2020-03-21,2020-04-01
143_2015,9,0,0,950400,2020-03-21,2020-04-01
150_2017,9,7,6,950400,2020-03-21,2020-04-01
150_2018,9,6,6,950400,2020-03-21,2020-04-01
163_2015,9,0,0,950400,2020-03-21,2020-04-01
163_2016,9,6,6,950400,2020-03-21,2020-04-01
164_2015,9,0,0,950400,2020-03-21,2020-04-01
164_2018,9,6,6,950400,2020-03-21,2020-04-01
165_2015,9,0,0,950400,2020-03-21,2020-04-01
165_2016,9,6,6,950400,2020-03-21,2020-04-01
165_2017,9,6,6,950400,2020-03-21,2020-04-01
165_2018,9,6,6,950400,2020-03-21,2020-04-01
173_2015,9,0,0,950400,2020-03-21,2020-04-01
175_2015,9,0,0,950400,2020-03-21,2020-04-01
191_2016,9,0,0,950400,2020-03-21,2020-04-01
192_2016,9,0,0,950400,2020-03-21,2020-04-01
192_2017,9,7,7,950400,2020-03-21,2020-04-01
249_2017,9,0,0,950400,2020-03-21,2020-04-01
249_2018,9,5,5,950400,2020-03-21,2020-04-01
249_2019,9,6,6,950400,2020-03-21,2020-04-01
262_2018,9,7,6,950400,2020-03-21,2020-04-01
262_2019,9,6,7,950400,2020-03-21,2020-04-01
266_2017,9,0,0,950400,2020-03-21,2020-04-01
266_2018,9,4,4,950400,2020-03-21,2020-04-01
271_2017,9,0,0,950400,2020-03-21,2020-04-01
271_2018,9,5,5,950400,2020-03-21,2020-04-01
271_2019,9,5,6,950400,2020-03-21,2020-04-01
273_2017,9,0,0,950400,2020-03-21,2020-04-01
275_2017,9,0,0,950400,2020-03-21,2020-04-01
281_2017,9,0,0,950400,2020-03-21,2020-04-01
283_2017,9,0,0,950400,2020-03-21,2020-04-01
287_2017,9,0,0,950400,2020-03-21,2020-04-01
288_2017,9,0,0,950400,2020-03-21,2020-04-01
288_2018,9,7,7,950400,2020-03-21,2020-04-01
289_2017,9,0,0,950400,2020-03-21,2020-04-01
289_2018,9,0,0,950400,2020-03-21,2020-04-01
291_2018,9,7,7,950400,2020-03-21,2020-04-01
297_2017,9,0,0,950400,2020-03-21,2020-04-01
297_2018,9,5,6,950400,2020-03-21,2020-04-01
297_2019,9,7,,950400,2020-03-21,2020-04-01
297_2020,9,,,950400,2020-03-21,2020-04-01
302_2017,9,0,0,950400,2020-03-21,2020-04-01
302_2018,9,6,7,950400,2020-03-21,2020-04-01
302_2019,9,7,7,950400,2020-03-21,2020-04-01
302_2020,9,6,6,950400,2020-03-21,2020-04-01
302_2021,9,6,6,950400,2020-03-21,2020-04-01
302_2023,9,0,0,950400,2020-03-21,2020-04-01
302_2024,9,4,4,950400,2020-03-21,2020-04-01
303_2017,9,0,0,950400,2020-03-21,2020-04-01
303_2018,9,4,4,950400,2020-03-21,2020-04-01
304_2017,9,0,0,950400,2020-03-21,2020-04-01
304_2018,9,6,7,950400,2020-03-21,2020-04-01
304_2019,9,7,7,950400,2020-03-21,2020-04-01
308_2019,9,7,7,950400,2020-03-21,2020-04-01
308_2020,9,7,7,950400,2020-03-21,2020-04-01
308_2021,9,7,7,950400,2020-03-21,2020-04-01
308_2022,9,0,0,950400,2020-03-21,2020-04-01
314_2017,9,0,0,950400,2020-03-21,2020-04-01
318_2017,9,0,0,950400,2020-03-21,2020-04-01
318_2018,9,4,4,950400,2020-03-21,2020-04-01
318_2019,9,6,6,950400,2020-03-21,2020-04-01
318_2020,9,0,0,950400,2020-03-21,2020-04-01
319_2017,9,0,0,950400,2020-03-21,2020-04-01
319_2018,9,7,7,950400,2020-03-21,2020-04-01
321_2024,9,6,6,950400,2020-03-21,2020-04-01
322_2020,9,7,7,950400,2020-03-21,2020-04-01
328_2017,9,0,0,950400,2020-03-21,2020-04-01
337_2020,9,6,6,950400,2020-03-21,2020-04-01
340_2017,9,0,0,950400,2020-03-21,2020-04-01
340_2018,9,7,7,950400,2020-03-21,2020-04-01
340_2019,9,6,6,950400,2020-03-21,2020-04-01
340_2020,9,6,6,950400,2020-03-21,2020-04-01
340_2021,9,6,6,950400,2020-03-21,2020-04-01
342_2017,9,0,0,950400,2020-03-21,2020-04-01
342_2018,9,5,5,950400,2020-03-21,2020-04-01
342_2019,9,7,7,950400,2020-03-21,2020-04-01
342_2020,9,7,7,950400,2020-03-21,2020-04-01
342_2022,9,7,7,950400,2020-03-21,2020-04-01
343_2021,9,7,7,950400,2020-03-21,2020-04-01
343_2022,9,7,7,950400,2020-03-21,2020-04-01
344_2017,9,0,0,950400,2020-03-21,2020-04-01
349_2017,9,0,0,950400,2020-03-21,2020-04-01
349_2018,9,5,4,950400,2020-03-21,2020-04-01
367_2023,9,7,7,950400,2020-03-21,2020-04-01
391_2017,9,0,0,950400,2020-03-21,2020-04-01
391_2018,9,7,7,950400,2020-03-21,2020-04-01
391_2019,9,7,7,950400,2020-03-21,2020-04-01
391_2020,9,7,7,950400,2020-03-21,2020-04-01
396_2023,9,7,7,950400,2020-03-21,2020-04-01
406_2017,9,0,0,950400,2020-03-21,2020-04-01
406_2018,9,6,6,950400,2020-03-21,2020-04-01
407_2017,9,0,0,950400,2020-03-21,2020-04-01
407_2018,9,4,4,950400,2020-03-21,2020-04-01
407_2019,9,7,7,950400,2020-03-21,2020-04-01
411_2023,9,7,7,950400,2020-03-21,2020-04-01
421_2021,9,7,7,950400,2020-03-21,2020-04-01
425_2017,9,0,0,950400,2020-03-21,2020-04-01
428_2017,9,0,0,950400,2020-03-21,2020-04-01
428_2018,9,5,5,950400,2020-03-21,2020-04-01
431_2017,9,0,0,950400,2020-03-21,2020-04-01
436_2017,9,0,0,950400,2020-03-21,2020-04-01
437_2022,9,6,6,950400,2020-03-21,2020-04-01
440_2017,9,0,0,950400,2020-03-21,2020-04-01
442_2018,9,7,7,950400,2020-03-21,2020-04-01
443_2017,9,0,0,950400,2020-03-21,2020-04-01
443_2018,9,7,7,950400,2020-03-21,2020-04-01
454_2018,9,7,7,950400,2020-03-21,2020-04-01
461_2017,9,0,0,950400,2020-03-21,2020-04-01
461_2018,9,7,7,950400,2020-03-21,2020-04-01
469_2019,9,7,7,950400,2020-03-21,2020-04-01
469_2020,9,7,7,950400,2020-03-21,2020-04-01
469_2022,9,7,7,950400,2020-03-21,2020-04-01
469_2023,9,7,7,950400,2020-03-21,2020-04-01
470_2019,9,7,7,950400,2020-03-21,2020-04-01
482_2018,9,0,0,950400,2020-03-21,2020-04-01
482_2019,9,7,7,950400,2020-03-21,2020-04-01
482_2020,9,7,7,950400,2020-03-21,2020-04-01
482_2021,9,7,7,950400,2020-03-21,2020-04-01
482_2022,9,0,0,950400,2020-03-21,2020-04-01
483_2018,9,0,0,950400,2020-03-21,2020-04-01
483_2019,9,6,6,950400,2020-03-21,2020-04-01
485_2020,9,7,7,950400,2020-03-21,2020-04-01
485_2021,9,7,7,950400,2020-03-21,2020-04-01
485_2022,9,7,7,950400,2020-03-21,2020-04-01
486_2018,9,0,0,950400,2020-03-21,2020-04-01
486_2019,9,6,7,950400,2020-03-21,2020-04-01
486_2020,9,7,7,950400,2020-03-21,2020-04-01
486_2021,9,6,7,950400,2020-03-21,2020-04-01
486_2022,9,7,6,950400,2020-03-21,2020-04-01
486_2023,9,7,7,950400,2020-03-21,2020-04-01
490_2020,9,6,6,950400,2020-03-21,2020-04-01
493_2019,9,6,6,950400,2020-03-21,2020-04-01
495_2021,9,7,7,950400,2020-03-21,2020-04-01
497_2018,9,0,0,950400,2020-03-21,2020-04-01
497_2019,9,4,4,950400,2020-03-21,2020-04-01
497_2020,9,6,6,950400,2020-03-21,2020-04-01
497_2021,9,6,6,950400,2020-03-21,2020-04-01
497_2022,9,6,6,950400,2020-03-21,2020-04-01
497_2023,9,6,6,950400,2020-03-21,2020-04-01
497_2024,9,6,6,950400,2020-03-21,2020-04-01
498_2018,9,0,0,950400,2020-03-21,2020-04-01
499_2018,9,0,0,950400,2020-03-21,2020-04-01
499_2019,9,5,6,950400,2020-03-21,2020-04-01
499_2021,9,6,6,950400,2020-03-21,2020-04-01
501_2018,9,0,0,950400,2020-03-21,2020-04-01
505_2021,9,7,7,950400,2020-03-21,2020-04-01
515_2018,9,0,0,950400,2020-03-21,2020-04-01
517_2018,9,0,0,950400,2020-03-21,2020-04-01
517_2019,9,10,10,950400,2020-03-21,2020-04-01
517_2020,9,7,0,950400,2020-03-21,2020-04-01
524_2018,9,0,0,950400,2020-03-21,2020-04-01
524_2019,9,7,7,950400,2020-03-21,2020-04-01
524_2020,9,7,7,950400,2020-03-21,2020-04-01
710_2019,9,0,0,950400,2020-03-21,2020-04-01
710_2020,9,5,5,950400,2020-03-21,2020-04-01
710_2021,9,6,6,950400,2020-03-21,2020-04-01
710_2022,9,6,6,950400,2020-03-21,2020-04-01
755_2019,9,0,0,950400,2020-03-21,2020-04-01
756_2019,9,0,0,950400,2020-03-21,2020-04-01
791_2019,9,0,0,950400,2020-03-21,2020-04-01
791_2020,9,6,6,950400,2020-03-21,2020-04-01
791_2021,9,6,7,950400,2020-03-21,2020-04-01
791_2022,9,7,6,950400,2020-03-21,2020-04-01
791_2023,9,7,7,950400,2020-03-21,2020-04-01
830_2019,9,0,0,950400,2020-03-21,2020-04-01
830_2020,9,6,6,950400,2020-03-21,2020-04-01
830_2021,9,6,6,950400,2020-03-21,2020-04-01
830_2022,9,6,6,950400,2020-03-21,2020-04-01
832_2019,9,0,0,950400,2020-03-21,2020-04-01
832_2020,9,5,6,950400,2020-03-21,2020-04-01
832_2022,9,7,7,950400,2020-03-21,2020-04-01
832_2023,9,7,7,950400,2020-03-21,2020-04-01
832_2024,9,7,7,950400,2020-03-21,2020-04-01
833_2019,9,0,0,950400,2020-03-21,2020-04-01
833_2020,9,7,7,950400,2020-03-21,2020-04-01
833_2021,9,7,7,950400,2020-03-21,2020-04-01
833_2023,9,7,7,950400,2020-03-21,2020-04-01
850_2020,9,0,0,950400,2020-03-21,2020-04-01
851_2020,9,0,0,950400,2020-03-21,2020-04-01
851_2021,9,6,6,950400,2020-03-21,2020-04-01
901_2021,9,6,6,950400,2020-03-21,2020-04-01
904_2020,9,0,0,950400,2020-03-21,2020-04-01
904_2022,9,6,6,950400,2020-03-21,2020-04-01
906_2022,9,6,6,950400,2020-03-21,2020-04-01
928_2020,9,0,0,950400,2020-03-21,2020-04-01
928_2023,9,,0,950400,2020-03-21,2020-04-01
928_2024,9,0,0,950400,2020-03-21,2020-04-01
932_2020,9,0,0,950400,2020-03-21,2020-04-01
932_2021,9,6,7,950400,2020-03-21,2020-04-01
932_2022,9,7,7,950400,2020-03-21,2020-04-01
947_2020,9,0,0,950400,2020-03-21,2020-04-01
952_2020,9,0,0,950400,2020-03-21,2020-04-01
952_2021,9,6,6,950400,2020-03-21,2020-04-01
952_2022,9,7,7,950400,2020-03-21,2020-04-01
952_2023,9,0,0,950400,2020-03-21,2020-04-01
952_2025,9,0,0,950400,2020-03-21,2020-04-01
958_2020,9,0,0,950400,2020-03-21,2020-04-01
958_2021,9,4,7,950400,2020-03-21,2020-04-01
973_2020,9,0,0,950400,2020-03-21,2020-04-01
973_2021,9,7,7,950400,2020-03-21,2020-04-01
988_2022,9,7,7,950400,2020-03-21,2020-04-01
999_2020,9,0,0,950400,2020-03-21,2020-04-01
1011_2020,9,0,0,950400,2020-03-21,2020-04-01
1034_2021,9,0,0,950400,2020-03-21,2020-04-01
1060_2021,9,0,0,950400,2020-03-21,2020-04-01
1069_2021,9,0,0,950400,2020-03-21,2020-04-01
1091_2021,9,0,0,950400,2020-03-21,2020-04-01
1091_2022,9,6,6,950400,2020-03-21,2020-04-01
1097_2021,9,0,0,950400,2020-03-21,2020-04-01
1097_2022,9,5,5,950400,2020-03-21,2020-04-01
1097_2023,9,4,0,950400,2020-03-21,2020-04-01
1106_2021,9,0,0,950400,2020-03-21,2020-04-01
1106_2022,9,4,6,950400,2020-03-21,2020-04-01
1107_2021,9,0,0,950400,2020-03-21,2020-04-01
1107_2022,9,5,5,950400,2020-03-21,2020-04-01
1110_2021,9,0,0,950400,2020-03-21,2020-04-01
1110_2022,9,6,4,950400,2020-03-21,2020-04-01
1141_2021,9,0,0,950400,2020-03-21,2020-04-01
1141_2022,9,5,5,950400,2020-03-21,2020-04-01
1141_2023,9,6,0,950400,2020-03-21,2020-04-01
1142_2021,9,0,0,950400,2020-03-21,2020-04-01
1142_2022,9,5,4,950400,2020-03-21,2020-04-01
1159_2022,9,0,0,950400,2020-03-21,2020-04-01
1159_2023,9,6,6,950400,2020-03-21,2020-04-01
1160_2022,9,0,0,950400,2020-03-21,2020-04-01
1160_2023,9,6,6,950400,2020-03-21,2020-04-01
1160_2024,9,6,6,950400,2020-03-21,2020-04-01
1211_2022,9,0,0,950400,2020-03-21,2020-04-01
1221_2022,9,0,0,950400,2020-03-21,2020-04-01
1258_2022,9,0,0,950400,2020-03-21,2020-04-01
1258_2023,9,0,0,950400,2020-03-21,2020-04-01
1_2021,9,7,7,950400,2020-03-21,2020-04-01
6_2017,9,6,6,950400,2020-03-21,2020-04-01
6_2019,9,6,6,950400,2020-03-21,2020-04-01
6_2021,9,0,0,950400,2020-03-21,2020-04-01
6_2023,9,0,0,950400,2020-03-21,2020-04-01
8_2016,9,0,0,950400,2020-03-21,2020-04-01
8_2017,9,0,0,950400,2020-03-21,2020-04-01
11_2016,9,0,0,950400,2020-03-21,2020-04-01
11_2017,9,7,7,950400,2020-03-21,2020-04-01
11_2018,9,6,7,950400,2020-03-21,2020-04-01
17_2023,9,0,0,950400,2020-03-21,2020-04-01
19_2016,9,0,0,950400,2020-03-21,2020-04-01
19_2019,9,6,6,950400,2020-03-21,2020-04-01
20_2016,9,0,0,950400,2020-03-21,2020-04-01
20_2017,9,7,7,950400,2020-03-21,2020-04-01
21_2019,9,0,0,950400,2020-03-21,2020-04-01
27_2021,9,6,6,950400,2020-03-21,2020-04-01
27_2022,9,0,0,950400,2020-03-21,2020-04-01
36_2017,9,7,7,950400,2020-03-21,2020-04-01
36_2018,9,6,7,950400,2020-03-21,2020-04-01
37_2024,9,7,7,950400,2020-03-21,2020-04-01
38_2017,9,0,0,950400,2020-03-21,2020-04-01
40_2019,9,7,7,950400,2020-03-21,2020-04-01
41_2017,9,6,7,950400,2020-03-21,2020-04-01
53_2019,9,0,0,950400,2020-03-21,2020-04-01
59_2017,9,5,6,950400,2020-03-21,2020-04-01
59_2018,9,6,6,950400,2020-03-21,2020-04-01
59_2021,9,6,7,950400,2020-03-21,2020-04-01
64_2016,9,0,0,950400,2020-03-21,2020-04-01
72_2019,9,6,6,950400,2020-03-21,2020-04-01
74_2020,9,6,6,950400,2020-03-21,2020-04-01
74_2022,9,6,6,950400,2020-03-21,2020-04-01
75_2019,9,6,6,950400,2020-03-21,2020-04-01
77_2016,9,0,0,950400,2020-03-21,2020-04-01
77_2017,9,6,6,950400,2020-03-21,2020-04-01
82_2024,9,6,6,950400,2020-03-21,2020-04-01
82_2025,9,0,0,950400,2020-03-21,2020-04-01
84_2020,9,6,6,950400,2020-03-21,2020-04-01
84_2021,9,7,7,950400,2020-03-21,2020-04-01
85_2017,9,0,0,950400,2020-03-21,2020-04-01
95_2022,9,6,7,950400,2020-03-21,2020-04-01
95_2023,9,7,0,950400,2020-03-21,2020-04-01
97_2016,9,0,0,950400,2020-03-21,2020-04-01
97_2017,9,0,0,950400,2020-03-21,2020-04-01
103_2016,9,0,0,950400,2020-03-21,2020-04-01
104_2021,9,7,7,950400,2020-03-21,2020-04-01
104_2023,9,7,7,950400,2020-03-21,2020-04-01
104_2024,9,7,7,950400,2020-03-21,2020-04-01
115_2017,9,7,7,950400,2020-03-21,2020-04-01
122_2016,9,0,0,950400,2020-03-21,2020-04-01
122_2019,9,0,0,950400,2020-03-21,2020-04-01
124_2017,9,6,6,950400,2020-03-21,2020-04-01
134_2017,9,0,0,950400,2020-03-21,2020-04-01
173_2016,9,0,0,950400,2020-03-21,2020-04-01
261_2018,9,7,7,950400,2020-03-21,2020-04-01
285_2023,9,7,7,950400,2020-03-21,2020-04-01
291_2019,9,7,7,950400,2020-03-21,2020-04-01
312_2021,9,6,6,950400,2020-03-21,2020-04-01
325_2019,9,7,7,950400,2020-03-21,2020-04-01
325_2021,9,7,7,950400,2020-03-21,2020-04-01
325_2022,9,7,7,950400,2020-03-21,2020-04-01
325_2023,9,7,7,950400,2020-03-21,2020-04-01
342_2021,9,7,7,950400,2020-03-21,2020-04-01
342_2023,9,0,0,950400,2020-03-21,2020-04-01
347_2020,9,7,7,950400,2020-03-21,2020-04-01
361_2017,9,0,0,950400,2020-03-21,2020-04-01
361_2018,9,5,7,950400,2020-03-21,2020-04-01
363_2018,9,0,0,950400,2020-03-21,2020-04-01
396_2022,9,7,7,950400,2020-03-21,2020-04-01
396_2024,9,7,7,950400,2020-03-21,2020-04-01
397_2018,9,5,7,950400,2020-03-21,2020-04-01
406_2019,9,0,0,950400,2020-03-21,2020-04-01
416_2022,9,7,7,950400,2020-03-21,2020-04-01
416_2023,9,7,7,950400,2020-03-21,2020-04-01
437_2023,9,6,6,950400,2020-03-21,2020-04-01
440_2023,9,6,6,950400,2020-03-21,2020-04-01
442_2017,9,0,0,950400,2020-03-21,2020-04-01
442_2020,9,7,7,950400,2020-03-21,2020-04-01
454_2017,9,0,0,950400,2020-03-21,2020-04-01
456_2017,9,0,0,950400,2020-03-21,2020-04-01
456_2018,9,7,7,950400,2020-03-21,2020-04-01
456_2021,9,7,7,950400,2020-03-21,2020-04-01
456_2022,9,7,7,950400,2020-03-21,2020-04-01
463_2019,9,7,7,950400,2020-03-21,2020-04-01
463_2020,9,7,7,950400,2020-03-21,2020-04-01
470_2020,9,7,7,950400,2020-03-21,2020-04-01
484_2018,9,0,0,950400,2020-03-21,2020-04-01
485_2018,9,0,0,950400,2020-03-21,2020-04-01
485_2023,9,7,7,950400,2020-03-21,2020-04-01
490_2018,9,0,0,950400,2020-03-21,2020-04-01
490_2022,9,6,6,950400,2020-03-21,2020-04-01
490_2023,9,6,6,950400,2020-03-21,2020-04-01
499_2022,9,0,0,950400,2020-03-21,2020-04-01
501_2019,9,6,7,950400,2020-03-21,2020-04-01
501_2020,9,6,7,950400,2020-03-21,2020-04-01
501_2021,9,7,7,950400,2020-03-21,2020-04-01
506_2021,9,6,6,950400,2020-03-21,2020-04-01
509_2022,9,7,7,950400,2020-03-21,2020-04-01
517_2021,9,0,0,950400,2020-03-21,2020-04-01
524_2021,9,7,0,950400,2020-03-21,2020-04-01
710_2023,9,6,6,950400,2020-03-21,2020-04-01
830_2023,9,6,6,950400,2020-03-21,2020-04-01
832_2021,9,7,7,950400,2020-03-21,2020-04-01
901_2022,9,7,7,950400,2020-03-21,2020-04-01
947_2021,9,7,7,950400,2020-03-21,2020-04-01
970_2023,9,0,0,950400,2020-03-21,2020-04-01
973_2022,9,7,7,950400,2020-03-21,2020-04-01
984_2020,9,0,0,950400,2020-03-21,2020-04-01
984_2021,9,6,6,950400,2020-03-21,2020-04-01
984_2022,9,7,7,950400,2020-03-21,2020-04-01
984_2023,9,7,6,950400,2020-03-21,2020-04-01
984_2024,9,7,7,950400,2020-03-21,2020-04-01
984_2025,9,0,0,950400,2020-03-21,2020-04-01
1034_2022,9,7,7,950400,2020-03-21,2020-04-01
1060_2022,9,5,5,950400,2020-03-21,2020-04-01
1060_2023,9,0,0,950400,2020-03-21,2020-04-01
1060_2024,9,0,0,950400,2020-03-21,2020-04-01
1069_2022,9,0,0,950400,2020-03-21,2020-04-01
1135_2021,9,0,0,950400,2020-03-21,2020-04-01
1135_2022,9,6,6,950400,2020-03-21,2020-04-01
1142_2023,9,0,0,950400,2020-03-21,2020-04-01
1162_2023,9,6,6,950400,2020-03-21,2020-04-01
1211_2023,9,7,0,950400,2020-03-21,2020-04-01
1221_2023,9,0,0,950400,2020-03-21,2020-04-01
1229_2022,9,0,0,950400,2020-03-21,2020-04-01
1229_2023,9,0,0,950400,2020-03-21,2020-04-01
1229_2024,9,0,0,950400,2020-03-21,2020-04-01
1229_2025,9,0,0,950400,2020-03-21,2020-04-01
1234_2022,9,0,0,950400,2020-03-21,2020-04-01
1_2016,9,0,0,950400,2020-03-21,2020-04-01
1_2017,9,7,7,950400,2020-03-21,2020-04-01
1_2018,9,7,7,950400,2020-03-21,2020-04-01
1_2019,9,7,7,950400,2020-03-21,2020-04-01
1_2020,9,7,7,950400,2020-03-21,2020-04-01
1_2022,9,7,7,950400,2020-03-21,2020-04-01
1_2023,9,7,7,950400,2020-03-21,2020-04-01
2_2016,9,0,0,950400,2020-03-21,2020-04-01
2_2020,9,7,7,950400,2020-03-21,2020-04-01
2_2021,9,0,0,950400,2020-03-21,2020-04-01
2_2022,9,7,7,950400,2020-03-21,2020-04-01
2_2023,9,7,7,950400,2020-03-21,2020-04-01
5_2024,9,6,6,950400,2020-03-21,2020-04-01
5_2025,9,0,0,950400,2020-03-21,2020-04-01
6_2024,9,0,0,950400,2020-03-21,2020-04-01
9_2016,9,0,0,950400,2020-03-21,2020-04-01
10_2016,9,0,0,950400,2020-03-21,2020-04-01
10_2019,9,7,7,950400,2020-03-21,2020-04-01
11_2019,9,7,7,950400,2020-03-21,2020-04-01
11_2020,9,7,7,950400,2020-03-21,2020-04-01
11_2021,9,7,7,950400,2020-03-21,2020-04-01
11_2022,9,7,7,950400,2020-03-21,2020-04-01
13_2016,9,0,0,950400,2020-03-21,2020-04-01
13_2017,9,6,6,950400,2020-03-21,2020-04-01
13_2018,9,6,6,950400,2020-03-21,2020-04-01
13_2019,9,6,6,950400,2020-03-21,2020-04-01
13_2020,9,6,6,950400,2020-03-21,2020-04-01
13_2021,9,0,0,950400,2020-03-21,2020-04-01
19_2022,9,6,6,950400,2020-03-21,2020-04-01
26_2016,9,0,0,950400,2020-03-21,2020-04-01
26_2017,9,6,6,950400,2020-03-21,2020-04-01
26_2018,9,7,7,950400,2020-03-21,2020-04-01
27_2016,9,0,0,950400,2020-03-21,2020-04-01
27_2017,9,6,6,950400,2020-03-21,2020-04-01
27_2018,9,0,0,950400,2020-03-21,2020-04-01
27_2019,9,6,6,950400,2020-03-21,2020-04-01
27_2020,9,6,6,950400,2020-03-21,2020-04-01
28_2016,9,0,0,950400,2020-03-21,2020-04-01
28_2017,9,6,6,950400,2020-03-21,2020-04-01
28_2018,9,6,6,950400,2020-03-21,2020-04-01
28_2019,9,6,6,950400,2020-03-21,2020-04-01
28_2020,9,6,6,950400,2020-03-21,2020-04-01
28_2021,9,6,6,950400,2020-03-21,2020-04-01
28_2023,9,0,0,950400,2020-03-21,2020-04-01
29_2021,9,7,7,950400,2020-03-21,2020-04-01
29_2022,9,7,7,950400,2020-03-21,2020-04-01
33_2016,9,0,0,950400,2020-03-21,2020-04-01
36_2019,9,7,7,950400,2020-03-21,2020-04-01
36_2020,9,6,6,950400,2020-03-21,2020-04-01
37_2020,9,7,7,950400,2020-03-21,2020-04-01
37_2021,9,7,0,950400,2020-03-21,2020-04-01
37_2022,9,7,0,950400,2020-03-21,2020-04-01
37_2023,9,7,7,950400,2020-03-21,2020-04-01
38_2018,9,0,0,950400,2020-03-21,2020-04-01
42_2016,9,0,0,950400,2020-03-21,2020-04-01
43_2020,9,6,6,950400,2020-03-21,2020-04-01
43_2021,9,0,0,950400,2020-03-21,2020-04-01
43_2023,9,0,0,950400,2020-03-21,2020-04-01
45_2016,9,0,0,950400,2020-03-21,2020-04-01
46_2023,9,7,0,950400,2020-03-21,2020-04-01
49_2019,9,7,7,950400,2020-03-21,2020-04-01
49_2020,9,7,7,950400,2020-03-21,2020-04-01
55_2020,9,7,7,950400,2020-03-21,2020-04-01
55_2022,9,7,7,950400,2020-03-21,2020-04-01
56_2019,9,7,7,950400,2020-03-21,2020-04-01
56_2020,9,7,7,950400,2020-03-21,2020-04-01
59_2016,9,0,0,950400,2020-03-21,2020-04-01
59_2020,9,6,6,950400,2020-03-21,2020-04-01
59_2022,9,0,0,950400,2020-03-21,2020-04-01
59_2023,9,0,0,950400,2020-03-21,2020-04-01
