ID,bird_id,period_id,n,period,start,end
1,4,27,10,864000,2020-09-21,2020-10-01
1,4,28,95,864000,2020-10-01,2020-10-11
1,7,30,140,950400,2020-10-21,2020-11-01
1,7,31,159,864000,2020-11-01,2020-11-11
1,7,32,34,864000,2020-11-11,2020-11-21
1,7,33,42,864000,2020-11-21,2020-12-01
1,12,1,1034,864000,2020-01-01,2020-01-11
1,12,2,1164,864000,2020-01-11,2020-01-21
1,12,3,1515,950400,2020-01-21,2020-02-01
1,12,4,1310,864000,2020-02-01,2020-02-11
1,12,5,1107,864000,2020-02-11,2020-02-21
1,12,6,626,777600,2020-02-21,2020-03-01
1,12,7,584,864000,2020-03-01,2020-03-11
1,12,8,571,864000,2020-03-11,2020-03-21
1,12,9,478,950400,2020-03-21,2020-04-01
1,12,10,362,864000,2020-04-01,2020-04-11
1,12,11,62,864000,2020-04-11,2020-04-21
1,12,28,10,864000,2020-10-01,2020-10-11
1,12,29,352,864000,2020-10-11,2020-10-21
1,12,30,968,950400,2020-10-21,2020-11-01
1,12,31,888,864000,2020-11-01,2020-11-11
1,12,32,836,864000,2020-11-11,2020-11-21
1,12,33,1090,864000,2020-11-21,2020-12-01
1,12,34,1237,864000,2020-12-01,2020-12-11
1,12,35,1040,864000,2020-12-11,2020-12-21
1,12,36,1112,864000,2020-12-21,2020-12-31
1,14,30,159,950400,2020-10-21,2020-11-01
1,14,31,196,864000,2020-11-01,2020-11-11
1,23,1,269,864000,2020-01-01,2020-01-11
1,23,2,223,864000,2020-01-11,2020-01-21
1,23,3,403,950400,2020-01-21,2020-02-01
1,23,4,378,864000,2020-02-01,2020-02-11
1,23,5,380,864000,2020-02-11,2020-02-21
1,23,6,268,777600,2020-02-21,2020-03-01
1,23,7,337,864000,2020-03-01,2020-03-11
1,23,8,314,864000,2020-03-11,2020-03-21
1,23,9,46,950400,2020-03-21,2020-04-01
1,23,10,9,864000,2020-04-01,2020-04-11
1,23,32,268,864000,2020-11-11,2020-11-21
1,23,33,258,864000,2020-11-21,2020-12-01
1,23,34,262,864000,2020-12-01,2020-12-11
1,23,35,285,864000,2020-12-11,2020-12-21
1,23,36,318,864000,2020-12-21,2020-12-31
1,24,1,584,864000,2020-01-01,2020-01-11
1,24,2,353,864000,2020-01-11,2020-01-21
1,24,3,409,950400,2020-01-21,2020-02-01
1,24,4,366,864000,2020-02-01,2020-02-11
1,24,5,372,864000,2020-02-11,2020-02-21
1,24,6,288,777600,2020-02-21,2020-03-01
1,24,7,279,864000,2020-03-01,2020-03-11
1,24,8,331,864000,2020-03-11,2020-03-21
1,24,9,382,950400,2020-03-21,2020-04-01
1,24,10,378,864000,2020-04-01,2020-04-11
1,24,11,22,864000,2020-04-11,2020-04-21
1,24,28,41,864000,2020-10-01,2020-10-11
1,24,29,330,864000,2020-10-11,2020-10-21
1,24,30,289,950400,2020-10-21,2020-11-01
1,24,31,300,864000,2020-11-01,2020-11-11
1,24,32,300,864000,2020-11-11,2020-11-21
1,24,33,318,864000,2020-11-21,2020-12-01
1,24,34,587,864000,2020-12-01,2020-12-11
1,24,35,555,864000,2020-12-11,2020-12-21
1,24,36,651,864000,2020-12-21,2020-12-31
1,47,2,73,864000,2020-01-11,2020-01-21
1,47,3,318,950400,2020-01-21,2020-02-01
1,47,28,96,864000,2020-10-01,2020-10-11
1,48,1,378,864000,2020-01-01,2020-01-11
1,48,2,380,864000,2020-01-11,2020-01-21
1,48,3,418,950400,2020-01-21,2020-02-01
1,48,4,372,864000,2020-02-01,2020-02-11
1,48,5,371,864000,2020-02-11,2020-02-21
1,48,6,292,777600,2020-02-21,2020-03-01
1,48,7,336,864000,2020-03-01,2020-03-11
1,48,8,335,864000,2020-03-11,2020-03-21
1,48,9,370,950400,2020-03-21,2020-04-01
1,48,10,324,864000,2020-04-01,2020-04-11
1,48,30,358,950400,2020-10-21,2020-11-01
1,48,31,499,864000,2020-11-01,2020-11-11
1,48,32,667,864000,2020-11-11,2020-11-21
1,48,33,670,864000,2020-11-21,2020-12-01
1,48,34,665,864000,2020-12-01,2020-12-11
1,48,35,626,864000,2020-12-11,2020-12-21
1,48,36,418,864000,2020-12-21,2020-12-31
1,62,1,359,864000,2020-01-01,2020-01-11
1,62,2,373,864000,2020-01-11,2020-01-21
1,62,3,383,950400,2020-01-21,2020-02-01
1,62,4,379,864000,2020-02-01,2020-02-11
1,62,5,344,864000,2020-02-11,2020-02-21
1,62,32,319,864000,2020-11-11,2020-11-21
1,62,33,304,864000,2020-11-21,2020-12-01
1,62,34,308,864000,2020-12-01,2020-12-11
1,62,35,304,864000,2020-12-11,2020-12-21
1,62,36,378,864000,2020-12-21,2020-12-31
1,83,1,306,864000,2020-01-01,2020-01-11
1,83,2,315,864000,2020-01-11,2020-01-21
1,83,3,418,950400,2020-01-21,2020-02-01
1,83,4,380,864000,2020-02-01,2020-02-11
1,83,5,380,864000,2020-02-11,2020-02-21
1,83,6,294,777600,2020-02-21,2020-03-01
1,83,7,346,864000,2020-03-01,2020-03-11
1,83,8,361,864000,2020-03-11,2020-03-21
1,83,9,408,950400,2020-03-21,2020-04-01
1,83,10,369,864000,2020-04-01,2020-04-11
1,83,11,165,864000,2020-04-11,2020-04-21
1,83,32,257,864000,2020-11-11,2020-11-21
1,83,33,242,864000,2020-11-21,2020-12-01
1,83,34,260,864000,2020-12-01,2020-12-11
1,83,35,250,864000,2020-12-11,2020-12-21
1,83,36,316,864000,2020-12-21,2020-12-31
1,84,1,82,864000,2020-01-01,2020-01-11
1,84,2,78,864000,2020-01-11,2020-01-21
1,84,3,122,950400,2020-01-21,2020-02-01
1,84,4,194,864000,2020-02-01,2020-02-11
1,84,5,138,864000,2020-02-11,2020-02-21
1,84,6,134,777600,2020-02-21,2020-03-01
1,84,7,420,864000,2020-03-01,2020-03-11
1,84,8,397,864000,2020-03-11,2020-03-21
1,84,9,348,950400,2020-03-21,2020-04-01
1,84,10,147,864000,2020-04-01,2020-04-11
1,84,12,185,864000,2020-04-21,2020-05-01
1,84,28,60,864000,2020-10-01,2020-10-11
1,84,29,82,864000,2020-10-11,2020-10-21
1,84,30,159,950400,2020-10-21,2020-11-01
1,84,31,168,864000,2020-11-01,2020-11-11
1,84,32,220,864000,2020-11-11,2020-11-21
1,84,33,257,864000,2020-11-21,2020-12-01
1,84,34,142,864000,2020-12-01,2020-12-11
1,84,35,25,864000,2020-12-11,2020-12-21
1,92,1,290,864000,2020-01-01,2020-01-11
1,92,2,318,864000,2020-01-11,2020-01-21
1,92,3,418,950400,2020-01-21,2020-02-01
1,92,4,380,864000,2020-02-01,2020-02-11
1,92,5,380,864000,2020-02-11,2020-02-21
1,92,6,286,777600,2020-02-21,2020-03-01
1,92,7,332,864000,2020-03-01,2020-03-11
1,92,8,349,864000,2020-03-11,2020-03-21
1,92,9,362,950400,2020-03-21,2020-04-01
1,92,10,346,864000,2020-04-01,2020-04-11
1,92,11,132,864000,2020-04-11,2020-04-21
1,92,32,218,864000,2020-11-11,2020-11-21
1,92,33,264,864000,2020-11-21,2020-12-01
1,92,34,268,864000,2020-12-01,2020-12-11
1,92,35,284,864000,2020-12-11,2020-12-21
1,92,36,300,864000,2020-12-21,2020-12-31
1,102,29,12,864000,2020-10-11,2020-10-21
1,124,1,300,864000,2020-01-01,2020-01-11
1,124,2,284,864000,2020-01-11,2020-01-21
1,124,3,330,950400,2020-01-21,2020-02-01
1,124,4,226,864000,2020-02-01,2020-02-11
1,124,31,280,864000,2020-11-01,2020-11-11
1,124,32,300,864000,2020-11-11,2020-11-21
1,124,33,282,864000,2020-11-21,2020-12-01
1,124,34,94,864000,2020-12-01,2020-12-11
1,124,35,14,864000,2020-12-11,2020-12-21
1,124,36,246,864000,2020-12-21,2020-12-31
1,129,1,28,864000,2020-01-01,2020-01-11
1,129,2,28,864000,2020-01-11,2020-01-21
1,129,3,12,950400,2020-01-21,2020-02-01
1,129,4,22,864000,2020-02-01,2020-02-11
1,129,33,32,864000,2020-11-21,2020-12-01
1,129,34,22,864000,2020-12-01,2020-12-11
1,129,35,66,864000,2020-12-11,2020-12-21
1,129,36,6,864000,2020-12-21,2020-12-31
1,132,1,212,864000,2020-01-01,2020-01-11
1,132,2,292,864000,2020-01-11,2020-01-21
1,132,3,332,950400,2020-01-21,2020-02-01
1,132,4,302,864000,2020-02-01,2020-02-11
1,132,5,300,864000,2020-02-11,2020-02-21
1,132,6,151,777600,2020-02-21,2020-03-01
1,132,7,132,864000,2020-03-01,2020-03-11
1,132,8,277,864000,2020-03-11,2020-03-21
1,132,31,6,864000,2020-11-01,2020-11-11
1,132,32,66,864000,2020-11-11,2020-11-21
1,132,33,300,864000,2020-11-21,2020-12-01
1,132,34,301,864000,2020-12-01,2020-12-11
1,132,35,284,864000,2020-12-11,2020-12-21
1,132,36,331,864000,2020-12-21,2020-12-31
1,135,1,380,864000,2020-01-01,2020-01-11
1,135,2,374,864000,2020-01-11,2020-01-21
1,135,3,174,950400,2020-01-21,2020-02-01
1,135,31,92,864000,2020-11-01,2020-11-11
1,135,32,377,864000,2020-11-11,2020-11-21
1,135,33,380,864000,2020-11-21,2020-12-01
1,135,34,320,864000,2020-12-01,2020-12-11
1,135,35,350,864000,2020-12-11,2020-12-21
1,135,36,418,864000,2020-12-21,2020-12-31
1,145,1,162,864000,2020-01-01,2020-01-11
1,145,2,195,864000,2020-01-11,2020-01-21
1,145,3,252,950400,2020-01-21,2020-02-01
1,145,4,359,864000,2020-02-01,2020-02-11
1,145,5,238,864000,2020-02-11,2020-02-21
1,145,6,345,777600,2020-02-21,2020-03-01
1,145,7,552,864000,2020-03-01,2020-03-11
1,145,8,537,864000,2020-03-11,2020-03-21
1,145,9,316,950400,2020-03-21,2020-04-01
1,145,10,280,864000,2020-04-01,2020-04-11
1,145,11,254,864000,2020-04-11,2020-04-21
1,145,12,116,864000,2020-04-21,2020-05-01
1,145,28,70,864000,2020-10-01,2020-10-11
1,145,29,169,864000,2020-10-11,2020-10-21
1,145,30,163,950400,2020-10-21,2020-11-01
1,145,31,238,864000,2020-11-01,2020-11-11
1,145,32,334,864000,2020-11-11,2020-11-21
1,145,33,233,864000,2020-11-21,2020-12-01
1,145,34,250,864000,2020-12-01,2020-12-11
1,145,35,215,864000,2020-12-11,2020-12-21
1,145,36,265,864000,2020-12-21,2020-12-31
1,146,1,96,864000,2020-01-01,2020-01-11
1,146,2,133,864000,2020-01-11,2020-01-21
1,146,3,135,950400,2020-01-21,2020-02-01
1,146,4,336,864000,2020-02-01,2020-02-11
1,146,5,277,864000,2020-02-11,2020-02-21
1,146,6,359,777600,2020-02-21,2020-03-01
1,146,7,365,864000,2020-03-01,2020-03-11
1,146,8,361,864000,2020-03-11,2020-03-21
1,146,9,374,950400,2020-03-21,2020-04-01
1,146,10,335,864000,2020-04-01,2020-04-11
1,146,11,62,864000,2020-04-11,2020-04-21
1,146,31,114,864000,2020-11-01,2020-11-11
1,146,32,427,864000,2020-11-11,2020-11-21
1,146,33,436,864000,2020-11-21,2020-12-01
1,146,34,370,864000,2020-12-01,2020-12-11
1,146,35,134,864000,2020-12-11,2020-12-21
1,146,36,81,864000,2020-12-21,2020-12-31
1,153,1,168,864000,2020-01-01,2020-01-11
1,153,2,160,864000,2020-01-11,2020-01-21
1,153,3,84,950400,2020-01-21,2020-02-01
1,153,4,272,864000,2020-02-01,2020-02-11
1,153,5,288,864000,2020-02-11,2020-02-21
1,153,6,614,777600,2020-02-21,2020-03-01
1,153,7,581,864000,2020-03-01,2020-03-11
1,153,8,309,864000,2020-03-11,2020-03-21
1,153,9,314,950400,2020-03-21,2020-04-01
1,153,10,332,864000,2020-04-01,2020-04-11
1,153,11,40,864000,2020-04-11,2020-04-21
1,153,28,100,864000,2020-10-01,2020-10-11
1,153,29,376,864000,2020-10-11,2020-10-21
1,153,30,434,950400,2020-10-21,2020-11-01
1,153,31,504,864000,2020-11-01,2020-11-11
1,153,32,537,864000,2020-11-11,2020-11-21
1,153,33,467,864000,2020-11-21,2020-12-01
1,153,34,206,864000,2020-12-01,2020-12-11
1,153,35,304,864000,2020-12-11,2020-12-21
1,153,36,117,864000,2020-12-21,2020-12-31
1,157,1,265,864000,2020-01-01,2020-01-11
1,157,2,655,864000,2020-01-11,2020-01-21
1,157,3,751,950400,2020-01-21,2020-02-01
1,157,4,775,864000,2020-02-01,2020-02-11
1,157,5,837,864000,2020-02-11,2020-02-21
1,157,6,876,777600,2020-02-21,2020-03-01
1,157,7,805,864000,2020-03-01,2020-03-11
1,157,8,683,864000,2020-03-11,2020-03-21
1,157,9,391,950400,2020-03-21,2020-04-01
1,157,10,357,864000,2020-04-01,2020-04-11
1,157,11,155,864000,2020-04-11,2020-04-21
1,157,30,253,950400,2020-10-21,2020-11-01
1,157,31,260,864000,2020-11-01,2020-11-11
1,157,32,214,864000,2020-11-11,2020-11-21
1,157,33,358,864000,2020-11-21,2020-12-01
1,157,34,366,864000,2020-12-01,2020-12-11
1,157,35,337,864000,2020-12-11,2020-12-21
1,157,36,458,864000,2020-12-21,2020-12-31
1,158,30,292,950400,2020-10-21,2020-11-01
1,158,31,90,864000,2020-11-01,2020-11-11
1,164,1,24,864000,2020-01-01,2020-01-11
1,164,2,36,864000,2020-01-11,2020-01-21
1,164,3,53,950400,2020-01-21,2020-02-01
1,164,4,20,864000,2020-02-01,2020-02-11
1,164,5,2,864000,2020-02-11,2020-02-21
1,164,6,10,777600,2020-02-21,2020-03-01
1,164,7,98,864000,2020-03-01,2020-03-11
1,164,8,287,864000,2020-03-11,2020-03-21
1,164,9,177,950400,2020-03-21,2020-04-01
1,164,10,309,864000,2020-04-01,2020-04-11
1,164,11,126,864000,2020-04-11,2020-04-21
1,164,22,4,864000,2020-08-01,2020-08-11
1,164,28,15,864000,2020-10-01,2020-10-11
1,164,29,301,864000,2020-10-11,2020-10-21
1,164,30,79,950400,2020-10-21,2020-11-01
1,164,31,74,864000,2020-11-01,2020-11-11
1,164,32,64,864000,2020-11-11,2020-11-21
1,164,33,88,864000,2020-11-21,2020-12-01
1,164,34,86,864000,2020-12-01,2020-12-11
1,164,35,23,864000,2020-12-11,2020-12-21
1,164,36,80,864000,2020-12-21,2020-12-31
1,175,1,141,864000,2020-01-01,2020-01-11
1,175,2,259,864000,2020-01-11,2020-01-21
1,175,3,213,950400,2020-01-21,2020-02-01
1,175,4,117,864000,2020-02-01,2020-02-11
1,175,5,47,864000,2020-02-11,2020-02-21
1,175,6,27,777600,2020-02-21,2020-03-01
1,175,33,48,864000,2020-11-21,2020-12-01
1,175,34,87,864000,2020-12-01,2020-12-11
1,175,35,114,864000,2020-12-11,2020-12-21
1,175,36,149,864000,2020-12-21,2020-12-31
1,228,1,1507,864000,2020-01-01,2020-01-11
1,228,2,1549,864000,2020-01-11,2020-01-21
1,228,3,1646,950400,2020-01-21,2020-02-01
1,228,4,1578,864000,2020-02-01,2020-02-11
1,228,5,1068,864000,2020-02-11,2020-02-21
1,228,6,577,777600,2020-02-21,2020-03-01
1,228,7,494,864000,2020-03-01,2020-03-11
1,228,8,205,864000,2020-03-11,2020-03-21
1,228,27,210,864000,2020-09-21,2020-10-01
1,228,28,1288,864000,2020-10-01,2020-10-11
1,228,29,2033,864000,2020-10-11,2020-10-21
1,228,30,2070,950400,2020-10-21,2020-11-01
1,228,31,1736,864000,2020-11-01,2020-11-11
1,228,32,1655,864000,2020-11-11,2020-11-21
1,228,33,1473,864000,2020-11-21,2020-12-01
1,228,34,1524,864000,2020-12-01,2020-12-11
1,228,35,1469,864000,2020-12-11,2020-12-21
1,228,36,1638,864000,2020-12-21,2020-12-31
1,256,1,412,864000,2020-01-01,2020-01-11
1,256,2,562,864000,2020-01-11,2020-01-21
1,256,3,330,950400,2020-01-21,2020-02-01
1,256,4,246,864000,2020-02-01,2020-02-11
1,256,5,293,864000,2020-02-11,2020-02-21
1,256,6,238,777600,2020-02-21,2020-03-01
1,256,7,278,864000,2020-03-01,2020-03-11
1,256,8,279,864000,2020-03-11,2020-03-21
1,256,9,327,950400,2020-03-21,2020-04-01
1,256,10,304,864000,2020-04-01,2020-04-11
1,256,11,300,864000,2020-04-11,2020-04-21
1,256,12,285,864000,2020-04-21,2020-05-01
1,256,13,169,864000,2020-05-01,2020-05-11
1,256,28,41,864000,2020-10-01,2020-10-11
1,256,29,292,864000,2020-10-11,2020-10-21
1,256,30,287,950400,2020-10-21,2020-11-01
1,256,31,303,864000,2020-11-01,2020-11-11
1,256,32,519,864000,2020-11-11,2020-11-21
1,256,33,502,864000,2020-11-21,2020-12-01
1,256,34,550,864000,2020-12-01,2020-12-11
1,256,35,280,864000,2020-12-11,2020-12-21
1,256,36,369,864000,2020-12-21,2020-12-31
1,258,1,321,864000,2020-01-01,2020-01-11
1,258,2,375,864000,2020-01-11,2020-01-21
1,258,3,497,950400,2020-01-21,2020-02-01
1,258,4,537,864000,2020-02-01,2020-02-11
1,258,5,534,864000,2020-02-11,2020-02-21
1,258,6,451,777600,2020-02-21,2020-03-01
1,258,7,556,864000,2020-03-01,2020-03-11
1,258,8,571,864000,2020-03-11,2020-03-21
1,258,9,544,950400,2020-03-21,2020-04-01
1,258,10,598,864000,2020-04-01,2020-04-11
1,258,11,311,864000,2020-04-11,2020-04-21
1,258,12,208,864000,2020-04-21,2020-05-01
1,258,13,205,864000,2020-05-01,2020-05-11
1,258,14,243,864000,2020-05-11,2020-05-21
1,258,28,68,864000,2020-10-01,2020-10-11
1,258,29,463,864000,2020-10-11,2020-10-21
1,258,30,648,950400,2020-10-21,2020-11-01
1,258,31,456,864000,2020-11-01,2020-11-11
1,258,32,386,864000,2020-11-11,2020-11-21
1,258,33,341,864000,2020-11-21,2020-12-01
1,258,34,325,864000,2020-12-01,2020-12-11
1,258,35,219,864000,2020-12-11,2020-12-21
1,258,36,242,864000,2020-12-21,2020-12-31
1,267,1,372,864000,2020-01-01,2020-01-11
1,267,2,481,864000,2020-01-11,2020-01-21
1,267,3,450,950400,2020-01-21,2020-02-01
1,267,4,270,864000,2020-02-01,2020-02-11
1,267,5,159,864000,2020-02-11,2020-02-21
1,267,6,241,777600,2020-02-21,2020-03-01
1,267,7,128,864000,2020-03-01,2020-03-11
1,267,8,270,864000,2020-03-11,2020-03-21
1,267,9,227,950400,2020-03-21,2020-04-01
1,267,27,126,864000,2020-09-21,2020-10-01
1,267,28,18,864000,2020-10-01,2020-10-11
1,267,29,51,864000,2020-10-11,2020-10-21
1,267,30,224,950400,2020-10-21,2020-11-01
1,267,31,116,864000,2020-11-01,2020-11-11
1,267,32,184,864000,2020-11-11,2020-11-21
1,267,33,146,864000,2020-11-21,2020-12-01
1,267,34,79,864000,2020-12-01,2020-12-11
1,267,35,80,864000,2020-12-11,2020-12-21
1,267,36,213,864000,2020-12-21,2020-12-31
1,286,1,1308,864000,2020-01-01,2020-01-11
1,286,2,962,864000,2020-01-11,2020-01-21
1,286,3,1097,950400,2020-01-21,2020-02-01
1,286,4,1019,864000,2020-02-01,2020-02-11
1,286,5,1077,864000,2020-02-11,2020-02-21
1,286,6,760,777600,2020-02-21,2020-03-01
1,286,7,737,864000,2020-03-01,2020-03-11
1,286,8,892,864000,2020-03-11,2020-03-21
1,286,9,608,950400,2020-03-21,2020-04-01
1,286,31,48,864000,2020-11-01,2020-11-11
1,286,32,736,864000,2020-11-11,2020-11-21
1,286,33,766,864000,2020-11-21,2020-12-01
1,286,34,1034,864000,2020-12-01,2020-12-11
1,286,35,997,864000,2020-12-11,2020-12-21
1,286,36,1267,864000,2020-12-21,2020-12-31
1,300,5,4,864000,2020-02-11,2020-02-21
1,300,8,4,864000,2020-03-11,2020-03-21
1,300,9,116,950400,2020-03-21,2020-04-01
1,300,10,38,864000,2020-04-01,2020-04-11
1,300,28,187,864000,2020-10-01,2020-10-11
1,300,29,266,864000,2020-10-11,2020-10-21
1,300,30,176,950400,2020-10-21,2020-11-01
1,305,1,118,864000,2020-01-01,2020-01-11
1,305,2,151,864000,2020-01-11,2020-01-21
1,305,3,221,950400,2020-01-21,2020-02-01
1,305,4,217,864000,2020-02-01,2020-02-11
1,305,5,230,864000,2020-02-11,2020-02-21
1,305,6,224,777600,2020-02-21,2020-03-01
1,305,7,222,864000,2020-03-01,2020-03-11
1,305,8,265,864000,2020-03-11,2020-03-21
1,305,9,211,950400,2020-03-21,2020-04-01
1,305,10,52,864000,2020-04-01,2020-04-11
1,305,11,224,864000,2020-04-11,2020-04-21
1,305,12,72,864000,2020-04-21,2020-05-01
1,305,28,178,864000,2020-10-01,2020-10-11
1,305,29,186,864000,2020-10-11,2020-10-21
1,305,30,258,950400,2020-10-21,2020-11-01
1,305,31,236,864000,2020-11-01,2020-11-11
1,305,32,206,864000,2020-11-11,2020-11-21
1,305,33,100,864000,2020-11-21,2020-12-01
1,305,34,127,864000,2020-12-01,2020-12-11
1,305,35,172,864000,2020-12-11,2020-12-21
1,305,36,158,864000,2020-12-21,2020-12-31
1,309,11,44,864000,2020-04-11,2020-04-21
1,309,12,44,864000,2020-04-21,2020-05-01
1,315,1,257,864000,2020-01-01,2020-01-11
1,315,2,322,864000,2020-01-11,2020-01-21
1,315,3,441,950400,2020-01-21,2020-02-01
1,315,4,415,864000,2020-02-01,2020-02-11
1,315,5,506,864000,2020-02-11,2020-02-21
1,315,6,324,777600,2020-02-21,2020-03-01
1,315,7,80,864000,2020-03-01,2020-03-11
1,315,8,80,864000,2020-03-11,2020-03-21
1,315,9,163,950400,2020-03-21,2020-04-01
1,315,30,168,950400,2020-10-21,2020-11-01
1,315,31,148,864000,2020-11-01,2020-11-11
1,315,32,202,864000,2020-11-11,2020-11-21
1,315,33,130,864000,2020-11-21,2020-12-01
1,315,34,245,864000,2020-12-01,2020-12-11
1,315,35,304,864000,2020-12-11,2020-12-21
1,315,36,312,864000,2020-12-21,2020-12-31
1,321,1,76,864000,2020-01-01,2020-01-11
1,321,2,213,864000,2020-01-11,2020-01-21
1,321,3,31,950400,2020-01-21,2020-02-01
1,321,4,138,864000,2020-02-01,2020-02-11
1,321,5,297,864000,2020-02-11,2020-02-21
1,321,6,245,777600,2020-02-21,2020-03-01
1,321,7,72,864000,2020-03-01,2020-03-11
1,321,11,451,864000,2020-04-11,2020-04-21
1,321,12,536,864000,2020-04-21,2020-05-01
1,321,30,116,950400,2020-10-21,2020-11-01
1,321,32,489,864000,2020-11-11,2020-11-21
1,321,33,70,864000,2020-11-21,2020-12-01
1,321,35,48,864000,2020-12-11,2020-12-21
1,322,1,482,864000,2020-01-01,2020-01-11
1,322,2,570,864000,2020-01-11,2020-01-21
1,322,3,601,950400,2020-01-21,2020-02-01
1,322,4,550,864000,2020-02-01,2020-02-11
1,322,5,597,864000,2020-02-11,2020-02-21
1,322,6,359,777600,2020-02-21,2020-03-01
1,322,7,299,864000,2020-03-01,2020-03-11
1,322,8,363,864000,2020-03-11,2020-03-21
1,322,9,413,950400,2020-03-21,2020-04-01
1,322,10,59,864000,2020-04-01,2020-04-11
1,322,30,249,950400,2020-10-21,2020-11-01
1,322,31,1621,864000,2020-11-01,2020-11-11
1,322,32,687,864000,2020-11-11,2020-11-21
1,322,33,707,864000,2020-11-21,2020-12-01
1,322,34,579,864000,2020-12-01,2020-12-11
1,322,35,543,864000,2020-12-11,2020-12-21
1,322,36,563,864000,2020-12-21,2020-12-31
1,330,1,742,864000,2020-01-01,2020-01-11
1,330,2,794,864000,2020-01-11,2020-01-21
1,330,3,918,950400,2020-01-21,2020-02-01
1,330,4,835,864000,2020-02-01,2020-02-11
1,330,5,687,864000,2020-02-11,2020-02-21
1,330,6,286,777600,2020-02-21,2020-03-01
1,330,7,120,864000,2020-03-01,2020-03-11
1,330,8,301,864000,2020-03-11,2020-03-21
1,330,9,250,950400,2020-03-21,2020-04-01
1,330,27,178,864000,2020-09-21,2020-10-01
1,330,28,756,864000,2020-10-01,2020-10-11
1,330,29,967,864000,2020-10-11,2020-10-21
1,330,30,1292,950400,2020-10-21,2020-11-01
1,330,31,880,864000,2020-11-01,2020-11-11
1,330,32,906,864000,2020-11-11,2020-11-21
1,330,33,744,864000,2020-11-21,2020-12-01
1,330,34,906,864000,2020-12-01,2020-12-11
1,330,35,753,864000,2020-12-11,2020-12-21
1,330,36,797,864000,2020-12-21,2020-12-31
1,347,30,360,950400,2020-10-21,2020-11-01
1,347,31,215,864000,2020-11-01,2020-11-11
1,347,32,195,864000,2020-11-11,2020-11-21
1,347,33,193,864000,2020-11-21,2020-12-01
1,347,34,126,864000,2020-12-01,2020-12-11
1,354,1,183,864000,2020-01-01,2020-01-11
1,354,2,217,864000,2020-01-11,2020-01-21
1,354,3,291,950400,2020-01-21,2020-02-01
1,354,4,246,864000,2020-02-01,2020-02-11
1,354,5,283,864000,2020-02-11,2020-02-21
1,354,6,241,777600,2020-02-21,2020-03-01
1,354,7,49,864000,2020-03-01,2020-03-11
1,354,31,36,864000,2020-11-01,2020-11-11
1,354,32,150,864000,2020-11-11,2020-11-21
1,354,33,138,864000,2020-11-21,2020-12-01
1,354,34,181,864000,2020-12-01,2020-12-11
1,354,35,147,864000,2020-12-11,2020-12-21
1,354,36,142,864000,2020-12-21,2020-12-31
1,374,1,85,864000,2020-01-01,2020-01-11
1,374,2,231,864000,2020-01-11,2020-01-21
1,374,3,328,950400,2020-01-21,2020-02-01
1,374,4,256,864000,2020-02-01,2020-02-11
1,374,5,245,864000,2020-02-11,2020-02-21
1,374,6,239,777600,2020-02-21,2020-03-01
1,374,7,275,864000,2020-03-01,2020-03-11
1,374,8,300,864000,2020-03-11,2020-03-21
1,374,9,323,950400,2020-03-21,2020-04-01
1,374,10,300,864000,2020-04-01,2020-04-11
1,374,11,137,864000,2020-04-11,2020-04-21
1,374,13,23,864000,2020-05-01,2020-05-11
1,374,14,328,864000,2020-05-11,2020-05-21
1,374,15,414,950400,2020-05-21,2020-06-01
1,374,16,375,864000,2020-06-01,2020-06-11
1,374,17,164,864000,2020-06-11,2020-06-21
1,374,30,157,950400,2020-10-21,2020-11-01
1,374,31,222,864000,2020-11-01,2020-11-11
1,374,32,246,864000,2020-11-11,2020-11-21
1,374,33,202,864000,2020-11-21,2020-12-01
1,374,34,211,864000,2020-12-01,2020-12-11
1,374,35,80,864000,2020-12-11,2020-12-21
1,374,36,88,864000,2020-12-21,2020-12-31
1,390,14,25,864000,2020-05-11,2020-05-21
1,421,27,39,864000,2020-09-21,2020-10-01
1,421,28,285,864000,2020-10-01,2020-10-11
1,421,29,297,864000,2020-10-11,2020-10-21
1,421,30,152,950400,2020-10-21,2020-11-01
1,433,1,305,864000,2020-01-01,2020-01-11
1,433,2,351,864000,2020-01-11,2020-01-21
1,433,3,581,950400,2020-01-21,2020-02-01
1,433,4,468,864000,2020-02-01,2020-02-11
1,433,5,370,864000,2020-02-11,2020-02-21
1,433,6,287,777600,2020-02-21,2020-03-01
1,433,7,448,864000,2020-03-01,2020-03-11
1,433,8,277,864000,2020-03-11,2020-03-21
1,433,9,256,950400,2020-03-21,2020-04-01
1,433,11,50,864000,2020-04-11,2020-04-21
1,433,12,13,864000,2020-04-21,2020-05-01
1,433,28,359,864000,2020-10-01,2020-10-11
1,433,29,379,864000,2020-10-11,2020-10-21
1,433,30,548,950400,2020-10-21,2020-11-01
1,433,31,466,864000,2020-11-01,2020-11-11
1,433,32,384,864000,2020-11-11,2020-11-21
1,433,33,338,864000,2020-11-21,2020-12-01
1,433,34,308,864000,2020-12-01,2020-12-11
1,433,35,293,864000,2020-12-11,2020-12-21
1,433,36,299,864000,2020-12-21,2020-12-31
1,444,1,25,864000,2020-01-01,2020-01-11
1,444,3,34,950400,2020-01-21,2020-02-01
1,451,1,505,864000,2020-01-01,2020-01-11
1,451,2,488,864000,2020-01-11,2020-01-21
